danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,ID,duration_ms,time_signature,genre,song_name
0.483,0.454,0,-5.611,1,0.0333,0.103,0.0,0.109,0.0383,106.413,audio_features,3tex5Hf9U5Er2df7K8Noox,165500,4,Underground Rap,u don't know me
0.683,0.471,11,-11.009,0,0.0307,0.578,0.752,0.11,0.152,113.957,audio_features,6vdy1IIAoIvnsCw2VtGs8p,137176,4,Dark Trap,Numb
0.466,0.831,11,-7.488,0,0.231,0.00194,0.815,0.622,0.441,139.936,audio_features,2dpFECMH8qS83G4g0nHHuu,130286,4,Dark Trap,Voidwalker
0.605,0.886,1,-6.549,1,0.0359,0.119,0.857,0.368,0.763,160.024,audio_features,4luj16Mscc3NiHzIX59prf,122250,4,Dark Trap,Bullet in My Head
0.516,0.649,6,-4.307,0,0.194,0.591,1.77e-05,0.192,0.354,150.068,audio_features,4bL55alSleHn3g4BOfoZ1c,204800,3,Dark Trap,Taurine
0.585,0.479,10,-5.825,0,0.224,0.387,0.0,0.128,0.338,118.091,audio_features,3UJXnUXgX6VUY5ZFGJN2dC,136871,3,RnB,Gina (feat. Aroc!)
0.587,0.671,2,-4.48,1,0.144,0.0823,0.0,0.161,0.1,127.133,audio_features,2h3i5tGUl6hMu572umjcGo,215360,4,Underground Rap,Running Back (feat. Lil Wayne)
0.653,0.71,8,-8.444,1,0.0555,0.33,0.0,0.143,0.41,122.04,audio_features,3I8MbKRkS2IBDuslhCS3iT,238053,4,Underground Rap,Excuse Me
0.249,0.907,10,-6.88,0,0.0578,0.163,0.853,0.109,0.0336,188.022,audio_features,7aNhN8aGdtNuFWqWNzTk6u,290942,4,Dark Trap,Endless Sunset
0.249,0.909,8,-1.078,1,0.0888,0.00957,3.92e-06,0.0797,0.15,115.304,audio_features,1UC56OxGPJfL6b0V6Uocmj,315089,4,Trap Metal,Fear!
0.834,0.593,11,-6.812,0,0.225,0.538,0.0,0.11,0.382,136.114,audio_features,2nNBU0Y4swHce1euIV80it,172941,4,Underground Rap,New Bosses
0.72,0.965,10,-3.949,1,0.256,0.0278,0.157,0.113,0.475,159.984,audio_features,5FjPeum6NDqM2dXAlr8drr,197862,4,Trap Metal,MORE TO GIVE
0.313,0.523,7,-10.923,0,0.0773,0.597,0.533,0.376,0.0715,116.001,audio_features,0A2Tp31bJjjIkr5mcJuldw,221638,4,Dark Trap,Bones
0.86,0.867,9,-1.459,0,0.147,0.077,0.0,0.109,0.566,154.966,audio_features,1cJWrblQiy3Heip26MoU2l,149656,4,Dark Trap,Ignxrvnt Sheep
0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,1kBbgxAUc4HQv7cgIayIDH,131280,4,Hiphop,Ransom
0.42,0.787,8,-4.467,1,0.294,0.0104,0.0,0.198,0.38,195.934,audio_features,4faiJXyBflUVVOOE9fxbeg,178808,4,RnB,Tie Me Down (feat. Ray J)
0.631,0.641,1,-6.926,1,0.054,0.00315,0.0,0.0969,0.114,159.124,audio_features,0XW1mlGKankKPrpck4YxmV,218491,4,RnB,Best of Me
0.779,0.587,1,-6.041,1,0.338,0.00866,0.0,0.08,0.657,187.976,audio_features,7vyl7Z6kXW7cv71tIaBwlU,188960,4,Hiphop,Hands Up (Outlaws) (from Welcome To Sudden Death)
0.615,0.704,10,-6.955,0,0.345,0.135,0.0,0.132,0.517,158.509,audio_features,4n6TxUxKF7VBXZSRLGivAC,146184,4,Rap,The Clique
0.845,0.674,10,-7.133,0,0.377,0.00151,0.0,0.439,0.712,123.985,audio_features,7HEHCtajtDDb1cN7GkSLYA,190000,4,Underground Rap,Threatz (feat. Yung Simmie & Robb Bank$)
0.543,0.663,3,-4.888,0,0.0581,0.524,0.000181,0.142,0.199,167.656,audio_features,70H6NS297gvxm2TQAeMmQj,173620,4,Dark Trap,Lift Off
0.474,0.8,11,-6.641,0,0.268,0.239,0.0,0.0906,0.409,143.25,audio_features,5YmmqeU1a7KsNzvbj4aCGS,270267,4,Underground Rap,Ordinary People (feat. JP Cooper)
0.492,0.984,8,-3.191,1,0.0945,0.000237,0.0353,0.333,0.331,145.012,audio_features,4aKOM2dmLTB5U5qsFhb8u4,275968,4,Emo,Someone Like You
0.817,0.67,1,-7.299,1,0.22,0.105,3.4e-06,0.366,0.472,133.052,audio_features,3zXPxm4WxdCIgfdsbad9FH,259520,4,Rap,Extendo (feat. Lil Uzi Vert)
0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,audio_features,6eT7xZZlB2mwyzJ2sUKG6w,256533,4,Dark Trap,White Iverson
0.717,0.654,5,-5.127,0,0.0795,0.0686,0.0,0.329,0.682,115.049,audio_features,0c3UP3YQh1mKETrZrmbIOM,261507,4,RnB,I Can't Hear The Music - Main
0.43,0.739,4,-8.409,0,0.392,0.833,0.612,0.0935,0.167,174.019,audio_features,3ixpBn8q20rqHWvQwKBkJW,220690,4,Dark Trap,Meta
0.782,0.713,0,-6.576,0,0.0899,0.0619,0.00125,0.108,0.68,159.839,audio_features,2c8sgbZoEanC3QyFNZxUcA,218947,4,Underground Rap,Flexicution
0.669,0.8,3,-5.609,1,0.117,0.358,0.0,0.241,0.179,210.104,audio_features,6zTfkjNNQKcGfjJa5cKTkq,170310,4,Pop,I Just Wanna Say
0.77,0.599,2,-8.663,0,0.661,0.0131,0.0,0.0711,0.427,159.966,audio_features,2bGEPdcL80FFHQ3VxcYBJQ,179773,4,Underground Rap,Dyin Breed
0.41,0.979,10,-0.657,0,0.513,0.0187,0.0,0.485,0.621,203.183,audio_features,1Q0X5oIFzLNbBNlWVJ5zYC,252548,3,Trap Metal,DRAMA
0.779,0.435,10,-12.745,0,0.542,0.334,0.000114,0.0924,0.525,188.223,audio_features,16PmczUxlX7dpr6ror6pXd,102137,4,Underground Rap,Nike Ticks
0.67,0.563,10,-8.508,0,0.0355,0.0905,0.000417,0.205,0.259,138.036,audio_features,3OG7uYLWVPG8HoS2fIJYA1,188133,4,Hiphop,Just A Thought
0.897,0.738,10,-5.314,0,0.228,0.0166,0.0,0.0573,0.798,133.966,audio_features,4PgtB6Sul8WDTRZCe5e8St,213373,4,RnB,Break It Off
0.625,0.786,3,-7.724,0,0.213,0.372,0.0,0.104,0.458,176.466,audio_features,7qSeKI2DOKQCxcnqZE8HQp,214500,4,Hiphop,Deathisanillusion. (feat. Hideyourenvy)
0.68,0.943,9,-3.967,0,0.0838,0.226,0.64,0.358,0.686,116.135,audio_features,6dLXszA4Ti7jP47Fdc6jly,173643,4,Dark Trap,25 Cobainen
0.664,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,audio_features,00NAQYOP4AmWR549nnYJZu,265600,4,RnB,Secrets
0.719,0.577,7,-10.472,0,0.207,0.049,0.0,0.0949,0.432,167.932,audio_features,4bCnWCTaDWs6gPC7NRbZeA,148571,4,Underground Rap,Halo
0.953,0.589,5,-8.7,0,0.301,0.175,0.0,0.108,0.703,130.924,audio_features,3CWVCAH8c4QIg3yEAjfQUh,175867,4,Underground Rap,Gold House
0.715,0.51,6,-6.943,0,0.0566,0.509,0.0,0.0832,0.542,139.997,audio_features,1bLbbmA7EtM58UccsgozFT,196429,4,Underground Rap,W2Leezy
0.686,0.347,1,-14.721,0,0.0535,0.208,0.0,0.1,0.715,140.037,audio_features,0CyoI4QEbYGs7QjX0BTQMX,233639,4,RnB,Don't Tell Me Its Over
0.81,0.335,11,-18.149,0,0.357,0.436,0.0,0.112,0.161,119.963,audio_features,18ebzcXiV5dHUTnXVeirPk,256052,4,Underground Rap,275 Be the Team (feat. Chris Travis)
0.506,0.833,8,-5.167,0,0.135,0.00589,0.0,0.244,0.199,190.016,audio_features,7D8FObvhT4xSWUDfq6tUIa,209684,4,Dark Trap,Indicate
0.694,0.83,1,-4.816,0,0.104,0.0507,0.0,0.331,0.448,144.017,audio_features,7FPyLSKAUrttSXaGhLv7Oc,269133,4,RnB,Camera Phone
0.751,0.599,11,-8.183,0,0.336,0.0387,0.000236,0.426,0.353,191.404,audio_features,0BI9BYPVtp65GqNkVCl6tS,283800,4,Hiphop,Surviving the Times
0.862,0.685,0,-7.699,0,0.242,0.0342,0.0,0.204,0.672,200.048,audio_features,77KMttn3Lic7ZQKDlPqp8v,172800,4,Underground Rap,INTRO
0.635,0.879,7,-5.539,1,0.0548,0.146,0.829,0.42,0.0344,130.031,audio_features,0nvgAGpfFzZ2TiHxOyN6yt,293077,4,Dark Trap,The Implicate Order
0.797,0.984,6,-0.636,1,0.312,0.0595,0.000112,0.17,0.515,174.001,audio_features,7DnzFv13xi3ww9Zt4LuPL5,124278,4,Underground Rap,White Noise
0.874,0.65,7,-5.975,1,0.191,0.162,0.0,0.179,0.176,107.94,audio_features,0Td7fSJnnP609ZBiK0s6rc,178118,4,Underground Rap,SAUCE
0.766,0.467,8,-7.17,1,0.231,0.603,0.0,0.101,0.416,159.032,audio_features,6MpLANBXouOMIERMBbMJ38,171267,4,RnB,Shine Like Beyoncé
0.842,0.912,10,-7.927,0,0.446,0.137,0.0,0.365,0.528,196.082,audio_features,0wcWvS93BccuPs82d4Cf8b,108382,4,Dark Trap,DNA
0.76,0.794,10,-4.311,0,0.344,0.263,0.00324,0.0996,0.583,165.99,audio_features,0IGxkEgMeF1dwOSIj2IUrT,109595,4,Underground Rap,Crisis
0.716,0.483,10,-14.754,0,0.0551,0.0961,0.671,0.116,0.432,134.998,audio_features,5CdgfU3oqYW9cPdo9IYmwC,270253,4,Dark Trap,rituals
0.521,0.459,5,-14.136,0,0.361,0.44,6.48e-05,0.125,0.338,175.989,audio_features,6RxXJixUfjkBgOOOJRiNgB,197727,4,Emo,Ride or Die
0.589,0.85,0,-5.03,1,0.215,0.42,0.0,0.623,0.784,176.554,audio_features,5UA6hRYP2o8EJZi5JuNLQn,253545,4,Underground Rap,Future Teacherz
0.726,0.52,0,-9.17,1,0.202,0.126,0.0,0.109,0.388,200.052,audio_features,3TTY4BamRCn2TdRcWzpqbr,195866,4,Underground Rap,That's Okay
0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,185.886,audio_features,6DNtNfH8hXkqOX1sjqmI7p,185352,4,Pop,Cold Water (feat. Justin Bieber & MÁE
0.892,0.503,2,-9.282,1,0.377,0.0515,0.0,0.193,0.53,165.012,audio_features,7Aoj4q17DoTKEi8y1YkOyv,166010,4,Underground Rap,Hood Santa
0.837,0.415,1,-10.267,1,0.234,0.0157,0.0,0.157,0.301,137.503,audio_features,70XjvRgmweWUdBHLwGJKUK,237166,4,Underground Rap,3 Way
0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,150.48,audio_features,1RMJOxR6GRPsBHL8qeC2ux,209831,4,RnB,Best Part (feat. H.E.R.)
0.744,0.548,7,-6.446,0,0.0653,0.0195,1.2e-05,0.102,0.619,136.103,audio_features,4P13TnWkXTXUKWBmCSUO8A,122723,4,Dark Trap,My Scars Are Like Evidence Being Mailed To The Judge
0.767,0.854,4,-4.57,0,0.0675,0.169,0.000529,0.175,0.519,219.886,audio_features,4UYQHTgOlSdaQWfUTAjpop,230501,4,Dark Trap,Void
0.752,0.466,11,-8.013,0,0.302,0.00059,1.31e-05,0.135,0.579,142.844,audio_features,2hqMzqxafDWZyo7ROymAuv,269373,4,Hiphop,Looking For Nikki
0.829,0.59,9,-7.818,0,0.263,0.0391,0.0107,0.114,0.332,112.97,audio_features,0KRKqIJPX6LT9v1ZQGbfn7,127128,4,Dark Trap,Hades
0.842,0.368,5,-7.45,0,0.0473,0.106,0.557,0.155,0.204,120.0,audio_features,2PufhNjQKAxdw5wZB9DOmS,184000,4,Dark Trap,Blessing
0.747,0.741,6,-8.747,1,0.247,0.0628,5.11e-05,0.102,0.412,152.552,audio_features,3Hh1dMv74AXl5MxLvTkz8k,177032,4,Underground Rap,Can't Deny (feat. Lil Tecca)
0.397,0.172,6,-15.698,0,0.0445,0.841,6.78e-05,0.108,0.123,202.55,audio_features,4eSGSqP2TZvvX0kadZZttM,265120,4,RnB,Doing It Wrong
0.313,0.523,7,-10.923,0,0.0774,0.595,0.531,0.376,0.0724,116.0,audio_features,3dFojJoRurN44x3n5saW04,221638,4,Dark Trap,Bones
0.55,0.806,8,-5.083,1,0.0596,0.123,0.902,0.142,0.13,140.103,audio_features,0WvLOm8v0PBBmTVbP87jkY,288000,4,Dark Trap,Solivagant
0.318,0.811,8,-7.131,1,0.069,0.000816,0.951,0.252,0.0979,133.492,audio_features,3GwofODvzHHNSXpilMMtWB,231402,3,Dark Trap,Crystvllizx
0.789,0.521,8,-9.104,1,0.102,0.105,0.0108,0.154,0.0906,138.976,audio_features,40C1jXyTmfvlaG4hz1nBCd,138677,4,Underground Rap,Heavens Gate Has the Best Punch
0.775,0.611,6,-6.782,1,0.0521,0.0672,0.0,0.436,0.581,137.042,audio_features,2yDcSQquR9MHnHsuzdzKpO,171312,4,Underground Rap,Mood (feat. Lil Uzi Vert)
0.674,0.821,2,-3.137,1,0.365,0.785,1.75e-06,0.337,0.365,180.0,audio_features,4TvVwvuLa6aw2CQxgeMv1D,260667,4,Underground Rap,ANXIETY
0.757,0.528,4,-7.409,0,0.116,0.596,0.000117,0.117,0.58,175.996,audio_features,2MDXH0XuPZwQGTirsyDCk7,200792,4,Hiphop,Black Water
0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967,audio_features,6p8NuHm8uCGnn2Dtbtf7zE,304041,4,Underground Rap,Slippery (feat. Gucci Mane)
0.773,0.793,10,-4.31,1,0.0512,0.000831,2.78e-05,0.278,0.452,135.001,audio_features,0riwue0SwcpgItsQt1RMXN,144000,4,Trap Metal,U Know Where I Be
0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,173.688,audio_features,7LR85XLWw2yXqKBSI5brbG,267520,4,Hiphop,Run This Town
0.734,0.78,8,-6.062,0,0.236,0.0198,2.27e-05,0.0892,0.329,109.959,audio_features,2ODbQ4J3UmLRw5yzGnXwYb,192000,4,Trap Metal,ACT 4 - To Kill A Wolf (Prod. Rare Akuma)
0.766,0.72,1,-8.347,1,0.154,0.293,0.0,0.107,0.487,151.901,audio_features,2mPAAh221qDUfWOUmgY7BR,195536,4,Hiphop,I Will
0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,155.974,audio_features,5xEM5hIgJ1jjgcEBfpkt2F,244507,4,Emo,Complicated
0.452,0.937,3,-4.598,1,0.0986,0.004,2.86e-05,0.168,0.425,136.036,audio_features,6lpr4FS5bvnI5UzA7x7uh8,205320,4,Emo,Somebody That I Used To Know - feat. Vic Fuentes
0.601,0.878,4,-0.71,0,0.1,0.0552,0.0381,0.143,0.463,155.354,audio_features,56cX62sUO1IaoAimePyKHo,106107,4,Dark Trap,Siren Sounds
0.553,0.947,9,-3.475,0,0.0439,6.01e-05,0.671,0.0631,0.215,149.99,audio_features,6CDnm5YhwMS7VHXiOTmAfs,270400,4,Dark Trap,Memories
0.479,0.616,11,-9.222,0,0.204,0.02,0.0,0.103,0.245,143.962,audio_features,06ztbFJIRt9jfabj16TmTx,133325,4,Rap,Picture Me Rollin'
0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,audio_features,6ZSO7kPn8IMJFymyticbJO,225882,5,Hiphop,Gold
0.45,0.978,9,-4.198,0,0.0637,0.000124,7.14e-06,0.361,0.268,155.014,audio_features,591vJuuep0gfPhx9p8WPD5,262573,4,Emo,Reinventing Your Exit
0.794,0.81,3,-7.963,1,0.0422,0.629,1.73e-06,0.0888,0.802,125.252,audio_features,6myDPrp86x4Lhyp5aqU0EV,217720,4,Hiphop,Cosby Sweater
0.769,0.646,1,-6.653,1,0.199,0.0566,0.0,0.406,0.433,180.158,audio_features,5dL5jv5GSCRoDhTtnY8maL,278693,4,RnB,Mesmerize
0.746,0.717,10,-5.788,0,0.127,0.189,0.0,0.0704,0.475,109.754,audio_features,67yGTWcR72BZvsrSS2dHST,209547,4,RnB,Here I Am
0.768,0.646,0,-7.436,0,0.102,0.553,7.82e-06,0.218,0.598,143.047,audio_features,0NzH3fU6dpigJZCu1lP4lz,201381,4,Underground Rap,Good Morning
0.76,0.674,5,-6.392,0,0.0402,0.0546,0.0026,0.231,0.461,129.944,audio_features,779bZ6dEbYnVU7gMmEtgFP,181523,4,Underground Rap,Show Stop
0.662,0.811,7,-6.167,0,0.0475,0.00113,0.00374,0.382,0.349,203.692,audio_features,5X1SO36QO9Nq26ygyJJ941,108442,4,Trap Metal,Tightrope
0.675,0.574,6,-8.066,1,0.0559,0.0121,1.11e-05,0.108,0.482,135.037,audio_features,3Q241k92c1I5sqKbdw6Ujb,155693,4,Dark Trap,White Wine
0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,audio_features,598yNsG1JFrGd4n2kMoz7F,183011,4,Underground Rap,Woah
0.504,0.705,6,-6.596,1,0.0696,0.178,0.0451,0.261,0.354,140.079,audio_features,67gNelSqWVe5EY1jWL1JSK,210875,4,Dark Trap,Derelicti
0.562,0.252,1,-6.331,1,0.0351,0.904,0.0,0.0838,0.384,109.596,audio_features,0co132mIFsQP8TlydDqCSG,211675,4,Emo,Piece by Piece - Idol Version
0.556,0.801,4,-7.878,0,0.173,0.00203,0.228,0.0596,0.0423,125.013,audio_features,16dRb7ivwfyydoKBgAlJJ6,275900,4,Dark Trap,HyperVelocity
0.651,0.868,7,-5.266,1,0.0284,0.0095,0.0,0.0891,0.216,144.976,audio_features,4KJSbS4V9aBynLWoo1UjIf,180879,4,Dark Trap,Ice Out My Bones
0.71,0.797,0,-8.718,1,0.0794,0.0984,0.00338,0.195,0.298,129.996,audio_features,0R0iw2JT3ONP9MD4qkmrzV,96844,4,Underground Rap,Overdose
0.646,0.64,3,-6.522,0,0.0424,0.0348,0.0,0.108,0.882,134.03,audio_features,4DbnKBddcHUHbYpidc36AT,216041,4,Dark Trap,The Brightside
0.565,0.359,5,-14.85,0,0.0395,0.00543,0.841,0.286,0.149,160.068,audio_features,2YyiFlKykCTel7w7kbXrxp,280490,4,Dark Trap,Glitch Don't Kill My Vibe
0.655,0.659,1,-7.336,1,0.0424,0.108,0.00299,0.103,0.386,142.029,audio_features,5I9HZqWl4Ctt1HFrTIORwa,135333,4,Underground Rap,Airplane Mode
0.518,0.702,1,-6.91,0,0.208,0.128,0.0,0.075,0.878,134.965,audio_features,3Wol2exesJNRrj6hGZ6R8s,193833,4,RnB,Happiness Over Everything (H.O.E.) (feat. Future & Miguel)
0.841,0.609,11,-7.854,0,0.395,0.078,0.0,0.0761,0.466,139.974,audio_features,5xHeOe6GfUCSp4Gu2bRqPt,142045,4,Trap Metal,Liam Neeson
0.523,0.744,3,-8.161,0,0.0898,0.541,0.0169,0.175,0.319,117.243,audio_features,68FOxfXLwoIS1yC8PpREoA,180529,4,Dark Trap,ULTIMA
0.817,0.537,10,-10.385,0,0.266,0.127,0.000678,0.111,0.72,160.072,audio_features,6UgIeWag5fUFYgktnlwyvF,132000,4,Trap Metal,Offit
0.504,0.746,1,-5.264,0,0.452,0.137,0.0,0.117,0.506,119.536,audio_features,0xPhH6xjOfgA8AR17Ohjll,152000,3,Hiphop,Brechen Mich Nicht
0.612,0.442,6,-8.874,1,0.289,0.651,0.0,0.26,0.253,119.235,audio_features,5wTVNpi5WDByxBgKgUE6MU,181120,5,RnB,Supermodel
0.731,0.691,4,-6.44,0,0.262,0.113,0.0,0.37,0.529,183.508,audio_features,74l1HTC5FUqd4ZHZ92Opzh,286507,4,Hiphop,Q.U. - Hectic
0.637,0.191,2,-19.684,1,0.031,0.148,0.879,0.0829,0.0615,139.98,audio_features,4G4d8T4r1AqqFrQdHOFywO,168124,4,Dark Trap,Wayward
0.899,0.716,11,-6.592,0,0.343,0.182,0.0,0.191,0.657,140.038,audio_features,5nqHyIiBkFHOBLSoqsu9QL,164624,4,Underground Rap,[whispers indistinctly]
0.434,0.702,9,-4.681,1,0.0305,0.00346,0.0,0.232,0.15,159.94,audio_features,5L441bJlqd4wSogIp1WFj0,233067,4,Emo,We'll Be A Dream (feat. Demi Lovato)
0.541,0.664,9,-8.208,0,0.372,0.0286,0.0,0.0897,0.581,167.933,audio_features,0a0rHPuD50VSh20gfT8NqX,203178,4,Rap,Porsche
0.504,0.393,5,-7.61,0,0.324,0.667,0.0,0.115,0.0813,159.978,audio_features,2zQNWn8dWZytgxS68YZXuH,226040,4,Hiphop,Myself
0.546,0.671,2,-4.413,1,0.454,0.0266,0.00256,0.146,0.336,183.928,audio_features,3bKoiQOMfrmzgCj78SzblQ,99171,5,Trap Metal,Neon Junction / Germ Cell Evacuation
0.684,0.817,0,-5.499,1,0.0308,0.0222,2.19e-05,0.439,0.623,118.061,audio_features,2ExKb6Ag2WXob6FpkSeXhE,215627,4,RnB,Save Your Tears
0.658,0.791,1,-7.259,1,0.0287,1.42e-05,0.86,0.111,0.231,140.013,audio_features,0SfX4on8cO4dYXP0bL2HRK,199116,4,Dark Trap,ASCEND
0.804,0.725,1,-9.463,1,0.0838,0.0912,0.0,0.0708,0.356,139.967,audio_features,4LkEHc33eXcXFQNwxruw7W,149133,4,Rap,ARGENTINA
0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,audio_features,75JFxkI2RXiU7L9VXzMkle,309600,4,Pop,The Scientist
0.859,0.342,7,-5.789,1,0.117,0.0127,0.00373,0.056,0.395,194.16,audio_features,10C83Ul1IxCyuoJRWtx5GN,219493,4,Hiphop,Your Wife (feat. Dr. Dre)
0.469,0.826,11,-5.878,1,0.319,0.00159,8.82e-06,0.366,0.343,150.002,audio_features,5IaXsirebRtPb0K3YciPz9,81345,4,Trap Metal,Shawshank
0.871,0.545,0,-8.279,1,0.695,0.000826,0.0,0.0779,0.3,160.097,audio_features,6z1nMCq1HJSZ78u2jYtrDT,175533,4,Underground Rap,Twin Nem
0.533,0.529,7,-12.376,1,0.323,0.417,5.58e-05,0.0493,0.305,155.576,audio_features,64SvZ5H0MyCTscVOIrJTr8,331429,4,Underground Rap,What It's Like
0.52,0.783,8,-8.043,0,0.034,0.446,0.932,0.139,0.295,219.982,audio_features,3k9ufBycFbJCCWo9XowWzL,174545,4,Dark Trap,Conflicted
0.752,0.558,1,-6.105,1,0.122,0.522,0.0,0.109,0.428,164.022,audio_features,74lV8H7QUX8NXR9jOz36sK,152195,4,Underground Rap,No Hook
0.709,0.65,7,-7.371,1,0.273,0.251,2.32e-05,0.0731,0.543,176.141,audio_features,6m5jURnwGHY1pVw0sJqBBq,295720,4,RnB,"Sorry, Blame It On Me"
0.764,0.777,0,-6.787,0,0.0447,0.15,2.92e-06,0.118,0.663,115.025,audio_features,3bgBu7FeF4YS3o7fTn19vF,267794,4,RnB,Murder On My Mind
0.959,0.583,2,-6.064,1,0.27,0.163,0.0,0.056,0.887,130.979,audio_features,59VNspSnCfoeGyNTGcSgsh,163120,4,Rap,BLACKJACK (feat. YBN Cordae) - Remix
0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,200.042,audio_features,7szuecWAPwGoV1e5vGu8tl,237520,4,Pop,In Your Eyes
0.809,0.545,2,-11.488,1,0.0432,0.128,0.594,0.187,0.156,219.942,audio_features,2afTfs22EoUQkvWL7yxSpw,139755,4,Dark Trap,WhoGoesThere
0.461,0.758,4,-5.97,0,0.0437,0.068,3.64e-05,0.43,0.166,137.979,audio_features,2ZT7sosuv27pbRrrh8OjHO,250462,4,Dark Trap,Liberate
0.827,0.642,1,-4.29,0,0.242,0.00905,1.5e-06,0.0865,0.181,145.004,audio_features,68449VKGwYShObwI2UFdFt,272153,4,Rap,Lost It (feat. Quavo & Offset)
0.516,0.691,2,-7.39,1,0.127,0.117,0.0,0.108,0.111,126.065,audio_features,1nqOcZi1d8MxJLAbuhId18,95765,3,Trap Metal,Elysium
0.817,0.834,11,-4.74,1,0.161,0.0206,6.75e-05,0.301,0.7,198.506,audio_features,6OfhPvR04FaqUwDFyEV9Iy,238133,4,Hiphop,Don't Stop What You're Doing (feat. Lil' Kim)
0.464,0.733,4,-3.945,1,0.0327,0.000309,0.0,0.162,0.229,206.56,audio_features,1Ps1p8EztpQmxwRas27Il9,216853,4,Emo,Juneau
0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,audio_features,4j3X4KX8rURekAVIFUhI23,277027,4,Emo,Perfect
0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,audio_features,6sn8WaooLLVhQvU96wtEAm,231547,4,Underground Rap,Save That Shit
0.695,0.601,2,-6.878,1,0.25,0.581,4.6e-06,0.0941,0.213,190.083,audio_features,3GG8OxytIQP34vapdafjnb,151584,4,Underground Rap,Body
0.686,0.195,5,-15.136,1,0.151,0.841,0.00109,0.0816,0.129,105.99,audio_features,0CvaOecRnYE1fyErhpXgbK,167993,4,Hiphop,Moonlight Shawty
0.556,0.819,9,-8.799,0,0.0602,0.0547,0.261,0.162,0.0398,125.902,audio_features,79DptRZ1TNnbriYBZNvA5E,211262,4,Dark Trap,Dripping
0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,audio_features,1yxgsra98r3qAtxqiGZPiX,190678,4,Rap,BUTTERFLY EFFECT
0.785,0.86,1,-6.228,1,0.158,0.14,7.79e-06,0.107,0.78,97.893,audio_features,3JoqtFCCYiRrCNpXIKppGw,255160,4,Rap,Staring Through My Rear View (feat. Dwele)
0.569,0.596,8,-6.486,1,0.171,0.457,8.99e-05,0.205,0.757,186.268,audio_features,4iuNZTcvT9diFySSzVsnVS,217347,4,RnB,When I See U
0.178,0.391,11,-16.405,0,0.043,0.949,0.964,0.238,0.146,206.83,audio_features,7MTzIvVfxRtFFCWMgSoAlf,204875,3,Dark Trap,Celestial
0.686,0.622,11,-7.007,0,0.0369,0.0655,6.32e-05,0.11,0.807,188.016,audio_features,3wvg3Jpee5NzpSBZhBqFdE,264893,4,RnB,If You Had My Love
0.832,0.57,6,-10.369,1,0.299,0.743,0.000441,0.129,0.729,139.948,audio_features,0320Znq32w8HZjo8tMQjBI,73759,4,Underground Rap,late nite
0.874,0.64,10,-4.083,0,0.306,0.283,2e-06,0.137,0.687,80.991,audio_features,1SgENhaSaWJ9OWci6zRAvD,230227,4,Rap,The Uppercut
0.486,0.658,8,-6.937,1,0.321,0.6,2.5e-06,0.0931,0.599,167.176,audio_features,3fttRKnPFJ3WPz4pPfqezP,238028,4,Hiphop,Get Down
0.674,0.331,0,-11.716,0,0.0842,0.348,4.87e-06,0.0725,0.212,199.984,audio_features,6hSjs8T4KVAjGCkyw3sK2w,213747,4,RnB,Changes
0.372,0.904,5,-4.438,1,0.106,0.007,1.34e-06,0.112,0.362,159.081,audio_features,50NQdrO55nqwZrDwKny5NH,231507,4,Emo,Not Good Enough For Truth In Cliche'
0.671,0.727,1,-6.143,1,0.189,0.00962,0.00168,0.156,0.302,148.005,audio_features,6o6DWg7TwbWNOXKNQw0sFa,103837,4,Underground Rap,Scrape
0.697,0.796,2,-6.375,1,0.0578,0.0175,0.0,0.205,0.433,142.39,audio_features,3NiqzLj51KIwM9yMfai276,163333,4,Underground Rap,C4
0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.116,0.294,131.932,audio_features,4cg1yakyRSIOjxKM2I7J1q,176387,4,Underground Rap,Digits
0.542,0.864,5,-7.192,1,0.389,0.381,0.0,0.356,0.869,158.048,audio_features,0HhEvFxhhrbg9ddKSgkNKC,181629,4,Underground Rap,Irregular
